date,last
2023-05-15,288.54
2023-05-12,290.47
2023-05-11,287.69
2023-05-10,289.03
2023-05-09,290.58
2023-05-08,287.93
2023-05-05,289.62
2023-05-04,285.75
2023-05-03,293.08
2023-05-02,294.28
2023-05-01,297.7
2023-04-28,300.54
2023-04-27,293.93
2023-04-26,288.07
2023-04-25,296.33
2023-04-24,301.64
2023-04-21,300.04
2023-04-20,298.57
2023-04-19,296.91
2023-04-18,298.95
2023-04-17,295.4
2023-04-14,292.19
2023-04-13,292.15
2023-04-12,290.44
2023-04-11,293.77
2023-04-10,291.17
2023-04-06,288.61
2023-04-05,288.67
2023-04-04,294.96
2023-04-03,297.73
2023-03-31,295.11
2023-03-30,285.36
2023-03-29,283.36
2023-03-28,280.82
2023-03-27,281.27
2023-03-24,283.02
2023-03-23,283.91
2023-03-22,282.61
2023-03-21,289.43
2023-03-20,289.26
2023-03-17,288.39
2023-03-16,286.73
2023-03-15,287.97
2023-03-14,285.57
2023-03-13,286.52
2023-03-10,286.31
2023-03-09,288.0
2023-03-08,291.49
2023-03-07,290.7
2023-03-06,298.21
2023-03-03,298.45
2023-03-02,293.02
2023-03-01,290.79
2023-02-28,296.54
2023-02-27,296.01
2023-02-24,296.66
2023-02-23,299.31
2023-02-22,296.3
2023-02-21,295.5
2023-02-17,317.95
2023-02-16,321.24
2023-02-15,320.69
2023-02-14,318.43
2023-02-13,323.53
2023-02-10,316.54
2023-02-09,315.55
2023-02-08,320.79
2023-02-07,325.2
2023-02-06,329.27
2023-02-03,331.5
2023-02-02,339.79
2023-02-01,328.09
2023-01-31,324.17
2023-01-30,314.24
2023-01-27,316.69
2023-01-26,313.81
2023-01-25,317.26
2023-01-24,317.69
2023-01-23,315.48
2023-01-20,315.0
2023-01-19,310.88
2023-01-18,323.69
2023-01-17,327.53
2023-01-13,331.21
2023-01-12,329.87
2023-01-11,329.0
2023-01-10,320.63
2023-01-09,317.81
2023-01-06,317.53
2023-01-05,315.47
2023-01-04,319.73
2023-01-03,315.91
2022-12-30,315.86
2022-12-29,320.41
2022-12-28,315.73
2022-12-27,319.55
2022-12-23,318.73
2022-12-22,316.12
2022-12-21,319.36
2022-12-20,314.84
2022-12-19,317.33
2022-12-16,323.34
2022-12-15,327.6
2022-12-14,333.43
2022-12-13,332.89
2022-12-12,327.98
2022-12-09,320.48
2022-12-08,324.09
2022-12-07,320.15
2022-12-06,317.45
2022-12-05,320.08
2022-12-02,327.99
2022-12-01,327.07
2022-11-30,323.99
2022-11-29,315.96
2022-11-28,318.92
2022-11-25,326.38
2022-11-23,321.51
2022-11-22,324.88
2022-11-21,316.78
2022-11-18,313.18
2022-11-17,311.44
2022-11-16,314.91
2022-11-15,311.93
2022-11-14,306.92
2022-11-11,314.94
2022-11-10,311.7
2022-11-09,286.75
2022-11-08,291.14
2022-11-07,290.27
2022-11-04,284.03
2022-11-03,281.5
2022-11-02,288.73
2022-11-01,296.06
2022-10-31,296.13
2022-10-28,298.65
2022-10-27,291.06
2022-10-26,290.15
2022-10-25,290.26
2022-10-24,283.26
2022-10-21,275.53
2022-10-20,269.46
2022-10-19,275.49
2022-10-18,285.06
2022-10-17,281.26
2022-10-14,276.43
2022-10-13,282.83
2022-10-12,280.52
2022-10-11,282.89
2022-10-10,282.46
2022-10-07,284.32
2022-10-06,290.39
2022-10-05,289.85
2022-10-04,289.56
2022-10-03,283.7
2022-09-30,275.94
2022-09-29,278.33
2022-09-28,282.19
2022-09-27,268.69
2022-09-26,266.58
2022-09-23,270.94
2022-09-22,269.14
2022-09-21,271.57
2022-09-20,274.17
2022-09-19,280.42
2022-09-16,275.97
2022-09-15,271.54
2022-09-14,276.34
2022-09-13,280.65
2022-09-12,297.54
2022-09-09,299.77
2022-09-08,299.9
2022-09-07,297.47
2022-09-06,289.54
2022-09-02,291.9
2022-09-01,293.37
2022-08-31,288.42
2022-08-30,293.1
2022-08-29,296.32
2022-08-26,298.1
2022-08-25,309.78
2022-08-24,308.11
2022-08-23,306.9
2022-08-22,312.21
2022-08-19,321.32
2022-08-18,325.21
2022-08-17,325.76
2022-08-16,327.38
2022-08-15,314.61
2022-08-12,314.89
2022-08-11,310.69
2022-08-10,311.58
2022-08-09,305.21
2022-08-08,311.97
2022-08-05,309.69
2022-08-04,307.17
2022-08-03,306.37
2022-08-02,300.71
2022-08-01,305.82
2022-07-29,300.94
2022-07-28,299.63
2022-07-27,298.91
2022-07-26,298.18
2022-07-25,306.15
2022-07-22,306.59
2022-07-21,305.0
2022-07-20,302.3
2022-07-19,299.83
2022-07-18,293.05
2022-07-15,292.41
2022-07-14,289.48
2022-07-13,287.18
2022-07-12,285.12
2022-07-11,286.39
2022-07-08,286.47
2022-07-07,286.69
2022-07-06,283.58
2022-07-05,283.73
2022-07-01,279.08
2022-06-30,274.5
2022-06-29,273.87
2022-06-28,270.15
2022-06-27,282.69
2022-06-24,283.0
2022-06-23,275.42
2022-06-22,268.98
2022-06-21,269.2
2022-06-17,270.73
2022-06-16,273.46
2022-06-15,279.73
2022-06-14,278.67
2022-06-13,283.16
2022-06-10,289.24
2022-06-09,299.86
2022-06-08,297.53
2022-06-07,301.77
2022-06-06,303.89
2022-06-03,305.08
2022-06-02,305.87
2022-06-01,297.19
2022-05-31,302.75
2022-05-27,308.46
2022-05-26,302.81
2022-05-25,293.57
2022-05-24,287.92
2022-05-23,286.03
2022-05-20,287.19
2022-05-19,287.76
2022-05-18,285.18
2022-05-17,300.95
2022-05-16,295.99
2022-05-13,296.03
2022-05-12,289.69
2022-05-11,282.96
2022-05-10,291.16
2022-05-09,297.03
2022-05-06,294.31
2022-05-05,299.11
2022-05-04,315.31
2022-05-03,304.96
2022-05-02,306.97
2022-04-29,300.4
2022-04-28,311.76
2022-04-27,301.6
2022-04-26,299.96
2022-04-25,304.94
2022-04-22,300.11
2022-04-21,310.36
2022-04-20,315.14
2022-04-19,307.8
2022-04-18,300.21
2022-04-14,302.45
2022-04-13,311.1
2022-04-12,306.29
2022-04-11,306.72
2022-04-08,311.11
2022-04-07,302.75
2022-04-06,298.54
2022-04-05,304.86
2022-04-04,305.58
2022-04-01,301.89
2022-03-31,299.33
2022-03-30,308.46
2022-03-29,317.71
2022-03-28,314.28
2022-03-25,310.68
2022-03-24,315.78
2022-03-23,317.05
2022-03-22,329.73
2022-03-21,329.37
2022-03-18,340.74
2022-03-17,336.36
2022-03-16,330.91
2022-03-15,328.54
2022-03-14,318.36
2022-03-11,316.79
2022-03-10,317.94
2022-03-09,317.2
2022-03-08,316.74
2022-03-07,322.77
2022-03-04,324.26
2022-03-03,324.36
2022-03-02,327.37
2022-03-01,320.25
2022-02-28,315.83
2022-02-25,316.65
2022-02-24,313.24
2022-02-23,308.45
2022-02-22,316.17001
2022-02-18,346.87
2022-02-17,347.94
2022-02-16,350.09
2022-02-15,353.26001
2022-02-14,351.56
2022-02-11,350.29001
2022-02-10,355.09
2022-02-09,364.37
2022-02-08,361.44
2022-02-07,357.35001
2022-02-04,359.67001
2022-02-03,364.81
2022-02-02,373.73001
2022-02-01,368.70001
2022-01-31,366.98001
2022-01-28,366.54001
2022-01-27,356.42999
2022-01-26,357.28
2022-01-25,358.98001
2022-01-24,363.81
2022-01-21,349.10001
2022-01-20,349.57999
2022-01-19,359.69
2022-01-18,366.72
2022-01-14,372.0
2022-01-13,386.98001
2022-01-12,389.39999
2022-01-11,386.67001
2022-01-10,387.45999
2022-01-07,393.60999
2022-01-06,405.76001
2022-01-05,407.23999
2022-01-04,412.84
2022-01-03,408.64001
2021-12-31,415.01001
2021-12-30,409.94
2021-12-29,410.84
2021-12-28,406.22
2021-12-27,404.09
2021-12-23,397.07001
2021-12-22,395.64001
2021-12-21,390.47
2021-12-20,389.39999
2021-12-17,387.98001
2021-12-16,399.53
2021-12-15,407.81
2021-12-14,402.20001
2021-12-13,405.23999
2021-12-10,415.39999
2021-12-09,411.34
2021-12-08,411.25
2021-12-07,416.17999
2021-12-06,415.70001
2021-12-03,407.81
2021-12-02,407.76999
2021-12-01,400.42001
2021-11-30,400.60999
2021-11-29,406.82001
2021-11-26,402.70001
2021-11-24,412.10999
2021-11-23,408.37
2021-11-22,408.79001
2021-11-19,408.69
2021-11-18,405.85001
2021-11-17,394.85001
2021-11-16,392.32999
2021-11-15,371.07999
2021-11-12,372.63
2021-11-11,367.63
2021-11-10,368.57999
2021-11-09,370.64999
2021-11-08,368.59
2021-11-05,368.39999
2021-11-04,372.17999
2021-11-03,368.97
2021-11-02,367.29001
2021-11-01,366.48001
2021-10-29,371.73999
2021-10-28,371.57001
2021-10-27,372.32001
2021-10-26,369.20001
2021-10-25,371.26001
2021-10-22,365.98999
2021-10-21,364.62
2021-10-20,358.23001
2021-10-19,357.98999
2021-10-18,355.01001
2021-10-15,350.41
2021-10-14,344.04999
2021-10-13,338.28
2021-10-12,337.79999
2021-10-11,336.97
2021-10-08,334.34
2021-10-07,337.48001
2021-10-06,330.35999
2021-10-05,329.48001
2021-10-04,326.47
2021-10-01,329.85999
2021-09-30,328.26001
2021-09-29,336.92999
2021-09-28,333.79999
2021-09-27,341.41
2021-09-24,337.48999
2021-09-23,335.91
2021-09-22,335.92999
2021-09-21,334.22
2021-09-20,331.20999
2021-09-17,335.67001
2021-09-16,336.39001
2021-09-15,333.37
2021-09-14,333.12
2021-09-13,335.45001
2021-09-10,331.95001
2021-09-09,331.76999
2021-09-08,331.57999
2021-09-07,328.95001
2021-09-03,330.34
2021-09-02,327.73999
2021-09-01,323.64001
2021-08-31,326.17999
2021-08-30,327.10001
2021-08-27,323.38
2021-08-26,321.48001
2021-08-25,323.88
2021-08-24,324.89999
2021-08-23,327.73999
2021-08-20,329.23999
2021-08-19,322.89999
2021-08-18,321.54999
2021-08-17,320.75
2021-08-16,335.04999
2021-08-13,331.32001
2021-08-12,334.01999
2021-08-11,337.0
2021-08-10,331.48001
2021-08-09,328.76001
