date,last
2023-05-15,135.23
2023-05-12,134.1
2023-05-11,136.05
2023-05-10,136.48
2023-05-09,136.41
2023-05-08,137.07
2023-05-05,136.74
2023-05-04,134.12
2023-05-03,135.98
2023-05-02,138.92
2023-05-01,141.2
2023-04-28,138.24
2023-04-27,137.05
2023-04-26,135.23
2023-04-25,137.67
2023-04-24,140.73
2023-04-21,140.54
2023-04-20,140.81
2023-04-19,141.22
2023-04-18,141.4
2023-04-17,139.83
2023-04-14,138.73
2023-04-13,128.99
2023-04-12,128.5
2023-04-11,128.52
2023-04-10,127.89
2023-04-06,127.47
2023-04-05,127.61
2023-04-04,128.42
2023-04-03,130.16
2023-03-31,130.28
2023-03-30,128.75
2023-03-29,129.14
2023-03-28,128.88
2023-03-27,128.49
2023-03-24,124.91
2023-03-23,126.84
2023-03-22,127.18
2023-03-21,130.55
2023-03-20,127.14
2023-03-17,125.81
2023-03-16,130.75
2023-03-15,128.26
2023-03-14,134.62
2023-03-13,131.25
2023-03-10,133.65
2023-03-09,130.34
2023-03-08,137.8
2023-03-07,138.62
2023-03-06,142.82
2023-03-03,143.66
2023-03-02,141.07
2023-03-01,142.55
2023-02-28,143.35
2023-02-27,142.16
2023-02-24,140.93
2023-02-23,139.67
2023-02-22,138.56
2023-02-21,139.63
2023-02-17,142.24
2023-02-16,141.82
2023-02-15,143.8
2023-02-14,143.2
2023-02-13,142.57
2023-02-10,141.04
2023-02-09,140.42
2023-02-08,142.64
2023-02-07,143.65
2023-02-06,141.92
2023-02-03,141.09
2023-02-02,138.94
2023-02-01,139.59
2023-01-31,139.96
2023-01-30,139.13
2023-01-27,140.32
2023-01-26,139.98
2023-01-25,139.12
2023-01-24,138.45
2023-01-23,137.27
2023-01-20,135.08
2023-01-19,134.75
2023-01-18,136.57
2023-01-17,140.8
2023-01-13,143.01
2023-01-12,139.49
2023-01-11,139.63
2023-01-10,138.6
2023-01-09,137.37
2023-01-06,137.94
2023-01-05,135.35
2023-01-04,136.38
2023-01-03,135.12
2022-12-30,134.1
2022-12-29,133.22
2022-12-28,132.46
2022-12-27,131.74
2022-12-23,131.28
2022-12-22,130.66
2022-12-21,132.16
2022-12-20,130.69
2022-12-19,130.06
2022-12-16,129.29
2022-12-15,130.1
2022-12-14,133.41
2022-12-13,134.08
2022-12-12,134.21
2022-12-09,132.16
2022-12-08,132.88
2022-12-07,131.5
2022-12-06,131.59
2022-12-05,131.37
2022-12-02,135.16
2022-12-01,136.24
2022-11-30,138.18
2022-11-29,136.56
2022-11-28,134.35
2022-11-25,136.74
2022-11-23,136.48
2022-11-22,135.04
2022-11-21,133.05
2022-11-18,133.84
2022-11-17,132.54
2022-11-16,133.12
2022-11-15,132.94
2022-11-14,133.91
2022-11-11,135.3
2022-11-10,135.08
2022-11-09,129.74
2022-11-08,131.45
2022-11-07,131.37
2022-11-04,130.68
2022-11-03,127.2
2022-11-02,126.97
2022-11-01,128.15
2022-10-31,125.88
2022-10-28,126.08
2022-10-27,124.6
2022-10-26,124.11
2022-10-25,122.7
2022-10-24,122.38
2022-10-21,122.23
2022-10-20,116.13
2022-10-19,116.51
2022-10-18,118.84
2022-10-17,115.86
2022-10-14,111.19
2022-10-13,109.37
2022-10-12,103.61
2022-10-11,101.96
2022-10-10,104.99
2022-10-07,105.98
2022-10-06,108.14
2022-10-05,110.39
2022-10-04,112.77
2022-10-03,107.73
2022-09-30,104.5
