date,last
2023-05-15,232.81
2023-05-12,231.38
2023-05-11,231.01
2023-05-10,231.27
2023-05-09,233.26
2023-05-08,232.23
2023-05-05,231.78
2023-05-04,225.6
2023-05-03,225.98
2023-05-02,226.98
2023-05-01,232.51
2023-04-28,232.73
2023-04-27,229.01
2023-04-26,228.15
2023-04-25,229.59
2023-04-24,232.76
2023-04-21,234.05
2023-04-20,234.6
2023-04-19,232.57
2023-04-18,233.6
2023-04-17,233.48
2023-04-14,234.02
2023-04-13,232.69
2023-04-12,227.81
2023-04-11,228.45
2023-04-10,226.43
2023-04-06,225.99
2023-04-05,228.17
2023-04-04,227.66
2023-04-03,229.0
2023-03-31,225.38
2023-03-30,222.36
2023-03-29,223.3
2023-03-28,220.33
2023-03-27,221.81
2023-03-24,221.04
2023-03-23,222.59
2023-03-22,220.04
2023-03-21,221.95
2023-03-20,218.15
2023-03-17,217.39
2023-03-16,217.45
2023-03-15,216.37
2023-03-14,218.66
2023-03-13,214.47
2023-03-10,216.14
2023-03-09,220.01
2023-03-08,222.19
2023-03-07,223.17
2023-03-06,226.75
2023-03-03,223.77
2023-03-02,219.06
2023-03-01,218.36
2023-02-28,219.94
2023-02-27,220.35
2023-02-24,219.55
2023-02-23,221.13
2023-02-22,220.02
2023-02-21,220.62
2023-02-17,223.56
2023-02-16,225.83
2023-02-15,228.92
2023-02-14,229.39
2023-02-13,228.88
2023-02-10,227.2
2023-02-09,229.35
2023-02-08,230.2
2023-02-07,231.32
2023-02-06,229.44
2023-02-03,230.13
2023-02-02,229.56
2023-02-01,230.9
2023-01-31,230.21
2023-01-30,229.1
2023-01-27,231.44
2023-01-26,224.71
2023-01-25,224.9
2023-01-24,223.89
2023-01-23,224.18
2023-01-20,224.31
2023-01-19,220.41
2023-01-18,219.46
2023-01-17,223.0
2023-01-13,223.06
2023-01-12,223.62
2023-01-11,222.1
2023-01-10,221.09
2023-01-09,218.6
2023-01-06,217.75
2023-01-05,211.11
2023-01-04,212.61
2023-01-03,207.39
2022-12-30,207.76
2022-12-29,208.06
2022-12-28,204.99
2022-12-27,206.29
2022-12-23,205.83
2022-12-22,205.06
2022-12-21,206.81
2022-12-20,205.36
2022-12-19,204.82
2022-12-16,206.89
2022-12-15,207.91
2022-12-14,213.32
2022-12-13,213.04
2022-12-12,214.59
2022-12-09,208.7
2022-12-08,209.1
2022-12-07,207.81
2022-12-06,209.08
2022-12-05,213.68
2022-12-02,217.66
2022-12-01,217.0
2022-11-30,217.0
2022-11-29,209.06
2022-11-28,211.26
2022-11-25,213.79
2022-11-23,211.73
2022-11-22,210.33
2022-11-21,206.32
2022-11-18,210.8
2022-11-17,210.99
2022-11-16,210.14
2022-11-15,209.99
2022-11-14,206.86
2022-11-11,205.0
2022-11-10,205.57
2022-11-09,193.93
2022-11-08,201.78
2022-11-07,200.1
2022-11-04,196.98
2022-11-03,194.75
2022-11-02,200.95
2022-11-01,206.93
2022-10-31,207.16
2022-10-28,209.34
2022-10-27,204.29
2022-10-26,203.33
2022-10-25,194.38
2022-10-24,190.71
2022-10-21,190.37
2022-10-20,187.22
2022-10-19,186.41
2022-10-18,187.17
2022-10-17,185.25
2022-10-14,182.62
2022-10-13,184.66
2022-10-12,178.24
2022-10-11,179.14
2022-10-10,182.18
2022-10-07,183.83
2022-10-06,185.59
2022-10-05,187.67
2022-10-04,185.65
2022-10-03,181.65
2022-09-30,177.65
2022-09-29,180.06
2022-09-28,179.18
2022-09-27,177.87
2022-09-26,180.59
2022-09-23,183.96
2022-09-22,185.79
2022-09-21,187.02
2022-09-20,192.07
2022-09-19,193.13
2022-09-16,193.3
2022-09-15,195.37
2022-09-14,199.41
2022-09-13,201.975
2022-09-12,206.63
2022-09-09,205.2
2022-09-08,200.71
2022-09-07,200.42
2022-09-06,198.64
2022-09-02,197.76
2022-09-01,200.13
2022-08-31,198.71
2022-08-30,201.38
2022-08-29,202.33
2022-08-26,202.89
2022-08-25,209.82
2022-08-24,206.67
2022-08-23,206.8
2022-08-22,208.61
2022-08-19,212.82
2022-08-18,215.25
2022-08-17,214.52
2022-08-16,217.14
2022-08-15,216.42
2022-08-12,211.33
2022-08-11,211.08
2022-08-10,212.1
2022-08-09,210.26
2022-08-08,213.32
2022-08-05,215.87
2022-08-04,213.47
2022-08-03,208.48
2022-08-02,206.26
2022-08-01,211.36
2022-07-29,212.11
2022-07-28,211.35
2022-07-27,210.47
2022-07-26,212.49
2022-07-25,214.27
2022-07-22,213.7
2022-07-21,216.19
2022-07-20,213.37
2022-07-19,213.66
2022-07-18,207.21
2022-07-15,210.04
2022-07-14,205.91
2022-07-13,204.15
2022-07-12,204.82
2022-07-11,205.06
2022-07-08,203.57
2022-07-07,202.8
2022-07-06,201.12
2022-07-05,200.54
2022-07-01,199.18
2022-06-30,196.89
2022-06-29,199.5
2022-06-28,198.12
2022-06-27,203.56
2022-06-24,205.51
2022-06-23,196.64
2022-06-22,193.82
2022-06-21,194.39
2022-06-17,190.01
2022-06-16,189.05
2022-06-15,196.16
2022-06-14,193.52
2022-06-13,192.26
2022-06-10,199.51
2022-06-09,206.11
2022-06-08,213.5
2022-06-07,214.5
2022-06-06,212.94
2022-06-03,212.65
2022-06-02,215.05
2022-06-01,209.93
2022-05-31,212.17
2022-05-27,212.88
2022-05-26,208.55
2022-05-25,203.84
2022-05-24,202.63
2022-05-23,207.56
2022-05-20,199.03
2022-05-19,197.37
2022-05-18,199.99
2022-05-17,204.0
2022-05-16,197.81
2022-05-13,199.23
2022-05-12,193.97
2022-05-11,196.72
2022-05-10,193.58
2022-05-09,193.0
2022-05-06,202.82
2022-05-05,205.24
2022-05-04,214.52
2022-05-03,208.56
2022-05-02,211.53
2022-04-29,213.13
2022-04-28,220.66
2022-04-27,214.11
2022-04-26,201.1
2022-04-25,209.95
2022-04-22,208.17
2022-04-21,216.45
2022-04-20,217.79
2022-04-19,215.7
2022-04-18,213.5
2022-04-14,211.06
2022-04-13,213.82
2022-04-12,211.4
2022-04-11,214.75
2022-04-08,216.98
2022-04-07,216.15
2022-04-06,219.01
2022-04-05,226.09
2022-04-04,227.74
2022-04-01,226.36
2022-03-31,221.77
2022-03-30,223.95
2022-03-29,228.12
2022-03-28,220.77
2022-03-25,218.43
2022-03-24,217.31
2022-03-23,214.68
2022-03-22,218.47
2022-03-21,217.04
2022-03-18,219.11
2022-03-17,213.45
2022-03-16,211.87
2022-03-15,206.14
2022-03-14,200.33
2022-03-11,196.71
2022-03-10,197.97
2022-03-09,199.76
2022-03-08,191.71
2022-03-07,190.7
2022-03-04,200.29
2022-03-03,207.23
2022-03-02,208.48
2022-03-01,208.97
2022-02-28,216.12
2022-02-25,219.27
2022-02-24,217.3
2022-02-23,215.95
2022-02-22,221.32001
2022-02-18,222.69
2022-02-17,224.61
2022-02-16,228.82001
2022-02-15,227.82001
2022-02-14,225.34
2022-02-11,224.69
2022-02-10,225.59
2022-02-09,230.87
2022-02-08,227.94
2022-02-07,227.16
2022-02-04,228.39
2022-02-03,231.53999
2022-02-02,235.42
2022-02-01,232.36
2022-01-31,226.17
2022-01-28,228.0
2022-01-27,206.14999
2022-01-26,205.87
2022-01-25,202.0
2022-01-24,201.85001
2022-01-21,205.92999
2022-01-20,214.35001
