AAPL Pos,GOOG Pos,META Pos,AMZN Pos,Total Pos
3875.2405141229897,2825.7072016229013,2214.2263586504905,2739.761904761905,11654.935979158287
3872.2773801277604,2856.700101431308,2207.07994016952,2770.4761904761904,11706.53361220478
3836.1810205495262,2839.5131297193734,2227.6882167192953,2709.2857142857147,11612.66808127391
3727.6225659970746,2738.081821255494,2106.697689878677,2545.2380952380954,11117.640172369342
3851.804817978911,2809.3654908148314,2165.3647997340863,2679.2857142857147,11505.820822813545
3726.5450627260825,2769.6382283331454,2118.9961774970916,2688.0952380952385,11303.274706651557
3743.7851150619563,2762.5943874675977,2136.280538474323,2671.6666666666665,11314.326707670543
3782.57523281767,2781.1901273526423,2223.5333222536146,2706.428571428571,11493.727253852498
3773.685830831986,2805.420939930125,2217.8826657802892,2727.6190476190477,11524.608484161448
3917.5325175094276,2880.6491603741683,2311.2846933687883,2864.285714285714,11973.752085538099
3943.6619718309857,2880.0856531049253,2309.788931361143,2879.761904761905,12013.29846105896
3935.5806972985447,2885.4389721627404,2331.3943825826823,2883.0952380952385,12035.509290139205
3837.2585238205183,2797.813591795334,2303.6396875519363,2759.047619047619,11697.759422215408
3722.7738012776103,2709.06119688944,2254.9443244141603,2690.476190476191,11377.255513057402
3838.066651273762,2763.7214020060856,2267.0766162539467,2733.333333333334,11602.19800286713
4036.3272531363036,2838.3861151808856,2353.4984211401033,2809.761904761905,12037.973694219196
4088.047410143923,2763.7214020060856,2233.6712647498757,2724.0476190476193,11809.487695947504
4061.3792041868696,2784.0076636988615,2266.411833139438,2741.6666666666665,11853.465367691835
4052.2204263834374,2794.1507945452495,2333.5549277048362,2709.0476190476193,11888.973767681142
4114.446240283229,2833.5963033923135,2373.6081103539973,2793.0952380952385,12114.745892124778
4140.845070422534,2817.818099853488,2361.9744058500914,2822.3809523809527,12143.018528507066
4226.506580466405,2869.097261354671,2427.954129965099,2909.285714285714,12432.843686071888
4161.317632571384,2926.0114955482923,2460.029915240153,2968.095238095238,12515.454281455068
4059.493573462633,2919.812915586611,2431.2780455376433,2941.190476190476,12351.775010777365
4104.479335026553,2927.420263721402,2485.457869370118,3006.666666666667,12524.02413478474
4183.675825444469,2982.9257297419135,2517.367458866545,3060.7142857142862,12744.683299767214
4174.517047641037,3000.1408768173105,2580.854246302144,3054.761904761905,12810.274075522397
4402.40898945586,3151.977910515046,2808.0438756855574,3248.809523809524,13611.240299465986
4239.1672439005615,3149.4421278034483,2811.201595479475,3173.095238095238,13372.906205278723
4160.50950511814,3082.948270032683,2693.3687884327737,3090.9523809523807,13027.778944535978
4201.185253598091,3112.8141553026035,2665.6140934020273,3082.8571428571427,13062.470645159865
4162.664511660124,3028.2880649160375,2634.8678743559913,3002.6190476190477,12828.439498551199
4197.144616331871,3062.0985010706636,2664.4507229516366,3035.952380952381,12959.646221306553
4255.060417147694,3114.7864307449563,2748.213395379758,3043.3333333333335,13161.393576605742
4235.1266066343405,3075.3409218978927,2707.8278211733427,3018.3333333333335,13036.62868303891
4280.651119833756,3096.7541981291556,2611.9328569054346,3065.0,13054.338174868346
4347.186946817516,3108.869604417897,2645.338208409506,3090.2380952380954,13191.632854883015
4407.527129993073,3135.9179533415977,2688.715306631212,3113.095238095238,13345.255628061122
4580.1970291695525,3316.2402794996055,2805.0523516702674,3269.0476190476197,13970.537279387045
4512.853074732548,3231.7141891130395,2713.3122818680404,3185.7142857142862,13643.593831427914
4504.771800200107,3233.6864645553924,2677.5801894631877,3181.4285714285716,13597.46702564726
4513.930578003539,3242.139073594049,2709.822170516869,3171.9047619047624,13637.79658401922
4620.334026014008,3328.0739321537244,2791.4242978228353,3291.1904761904757,14031.022732181043
4691.179866081736,3405.2744280401216,2902.7754695030744,3388.095238095239,14387.32500172017
4701.954898791657,3390.0597317705397,2905.9331892969913,3383.333333333334,14381.281153192522
4661.009774493958,3451.7637777527334,2982.7156390227688,3447.1428571428573,14542.632048412317
4665.319787577926,3462.188662233743,3006.3154395878346,3409.0476190476193,14542.871508447122
4635.957823443392,3455.7083286374395,2999.8338042213727,3417.8571428571436,14509.357099159348
4540.060032325097,3375.972050039445,2949.9750706332056,3348.5714285714284,14214.578581569178
4558.916339567459,3399.357601713062,2963.9355160378927,3397.3809523809527,14319.590409699365
4442.545986300314,3310.6052068071676,2800.8974572045868,3281.666666666667,13835.715316978734
4441.199107211575,3328.6374394229683,2829.4831311284693,3319.2857142857147,13918.605392048728
4454.12914646348,3330.8914684999436,2777.2976566395214,3352.3809523809527,13914.699223983896
4466.520434079888,3349.487208384988,2834.8013960445405,3394.5238095238096,14045.332848033226
4475.140460247825,3346.669672038769,2805.3847432275224,3321.9047619047624,13949.09963741888
4310.282459786038,3265.524625267666,2662.290177829483,3194.2857142857147,13432.382977168902
4350.688832448241,3253.6909726135464,2657.9690875851757,3223.5714285714284,13485.92032121839
4377.626414223043,3286.374394229685,2644.174837959116,3213.095238095238,13521.270884507083
4238.628492265065,3228.614899132199,2671.0985540967263,2911.4285714285716,13049.770516922563
4223.543446471176,3200.7212893046317,2818.3480139604453,2880.238095238095,13122.85084497435
4083.737397059955,2970.8103234531723,2645.0058168522523,2733.5714285714284,12433.124965936808
4120.103132455937,3048.856080243435,2769.6526508226693,2884.285714285714,12822.897577807755
4150.811975679212,3053.082384762763,2813.1959448230014,2914.761904761905,12931.85221002688
4184.753328715461,3241.2938126901836,3044.208077114841,2967.3809523809523,13437.636170901438
4122.52751481567,3231.7141891130395,3042.8785108858237,2923.0952380952385,13320.215452909772
4067.5748479950735,3229.4601600360647,2921.3893967093236,2814.5238095238096,13032.94821426427
3961.7101516201024,3096.7541981291556,2779.2920059830476,2708.5714285714284,12546.327784303732
4045.216655121988,63545.02423081258,2737.244473990361,2703.5714285714284,73031.05678849637
3999.422766104825,62797.250084526095,2626.7242812032578,2634.047619047619,72057.4447508818
3919.1487724159156,63218.19001465118,2717.1347847764664,2628.5714285714284,72483.045000415
3929.115677672593,64718.52811901273,2713.478477646668,2600.4761904761904,73961.59846480818
3902.447471715538,65661.27578045757,2706.996842280206,2660.714285714286,74931.4343801676
3960.9020241668586,67715.82328412036,2839.9534651819845,2750.952380952381,77267.63115442159
3942.3150927422453,67208.10323453172,2861.392720624896,2769.761904761905,76781.57295266076
3849.9191872546744,64923.64476501747,2821.505733754363,2722.142857142857,74317.21254316937
3813.284076040945,64176.1523723656,2795.2468007312614,2702.3809523809527,73487.06420151875
3742.4382359732163,61467.93643638002,2659.6310453714477,2608.5714285714284,70478.57714629613
3682.9061802509045,61632.19880536458,2679.906930363969,2528.809523809524,70523.82143978897
3750.519510505656,63257.35376986363,2724.6135948146916,2593.3333333333335,72325.82020851731
3702.301239128761,63434.85855967541,2670.4337709822175,2557.1428571428573,72364.73642692924
3815.977834218425,65717.62650738194,2816.8522519528005,2695.714285714286,75046.17087926746
3815.977834218425,66797.0246816184,2827.9873691208245,2772.857142857143,76213.84702781479
3724.6594320018467,63498.534881099964,2638.357985707163,2677.1428571428573,72538.69515595182
3646.0016932194258,63131.97340245688,2590.1612099052686,2594.0476190476193,71962.1839246292
3660.009235742322,63121.266764341264,2610.1047033405357,2587.619047619048,71978.99975104317
3543.9082582929263,60782.99335061422,2721.2896792421475,2529.0476190476193,69577.23890719691
3503.501885630724,60090.16116307899,2673.5914907761344,2468.095238095238,68735.34977758108
3648.1566997614095,62205.84920545474,2814.525511052019,2563.571428571429,71232.10284483961
3576.2333564226883,60404.598219317035,2721.12348346352,2435.952380952381,69137.90744015563
3552.528284460863,60225.68466133213,2729.9318597307624,2468.3333333333335,68976.47813885708
3693.9505887785726,62790.20624366055,2917.8992853581512,2610.714285714286,72012.77040351156
3842.3766643577305,64757.128366955934,3058.0023267409006,2765.4761904761904,74422.98354853074
3985.6845993996762,66064.46523160148,3268.07379092571,2885.238095238096,76203.46171716497
4005.887785730778,66059.67541981292,3251.6204088416157,2928.571428571429,76245.75504295675
3936.658200569537,65936.26732784853,3228.3529998338045,2971.1904761904766,76072.46900444235
3916.1856384206876,64557.64679364364,3170.683064650158,58261.904761904756,129906.42025861924
4073.2317401677824,66350.72692437732,3304.969253780954,59767.142857142855,133496.07077546892
4005.887785730778,64317.029189676534,3135.117168023932,57944.76190476191,129402.79604819315
4009.3896713615018,64261.80547729066,3218.2150573375434,57242.61904761905,128732.02925360875
4030.939736781343,63563.05646342838,3242.9782283529994,54831.666666666664,125668.64109522937
3873.0855075810045,61025.583230023665,3184.809705833472,52894.047619047626,120977.52606248576
3785.2689909951514,59641.32762312634,3055.176998504239,50845.2380952381,117327.01170786383
3780.958977911183,59690.07100191592,3012.7970749542965,49571.42857142857,116055.25562620998
3855.037327791888,62924.8844810098,3261.259764001994,51217.619047619046,121258.80062042273
3706.341876394981,61598.67012284459,3216.5530995512713,51233.80952380953,119755.37462260037
3699.8768567690286,62405.89428603628,3179.159049360146,51104.28571428572,120389.21590645117
3793.3502655275915,63338.78057026936,3194.947648329733,51005.95238095238,121333.03086507907
4020.1647040714233,65762.1435816522,3367.45886654479,54937.380952380954,128087.14810464936
3920.4956515046556,64686.40820466583,3324.580355658966,52766.90476190477,124698.38897373423
3962.787654891095,65657.33122957285,3300.980555093901,53835.71428571429,126756.81372527215
3840.2216578157468,63767.04609489462,3178.32807046701,50919.285714285725,121704.8815374631
3946.355730008466,64217.85191028963,3136.779125810205,50177.14285714287,121478.12962325118
4162.125760024628,64569.19869266313,3284.8595645670603,51837.61904761905,123853.80306487386
4096.128684676363,63723.65603516284,3260.9273724447403,51804.28571428572,122884.99780656968
4236.742861540829,65175.25076073481,3386.5713810869206,54653.57142857143,127452.13643193399
4223.004694835681,65787.50140876816,3461.5256772477983,55431.90476190476,128903.9365427564
4472.177326252597,69071.9035275555,3712.979890310786,59965.95238095239,137223.01312507127
4296.005541445393,66566.83196213232,3524.347681568888,59168.333333333336,133555.51851847995
4255.060417147694,66018.82114279275,3508.891474156557,59285.71428571429,133068.48731981128
4246.709766797506,64784.458469514255,3331.726774139937,59181.66666666668,131544.56167711838
4408.065881628569,67289.24828130283,3419.1457536978564,68855.47619047618,143971.93610710546
4217.617178480719,64814.887862053416,2907.595147083264,65793.80952380953,137733.90971142694
4223.8128222889245,67342.49971824636,3007.312614259598,66376.66666666667,140950.29182146155
4387.593319479719,69452.27093429505,3107.694864550441,69559.04761904762,146506.60673737284
4358.231355345185,67403.35850332469,3059.830480305801,68738.09523809524,143559.5155770709
4482.952358962518,70403.18945114392,3125.6440086421803,70617.14285714286,148628.92867589148
4504.771800200107,72267.27149780231,3330.8957952468004,73332.38095238096,153435.3200456302
4509.351189101823,73555.16736165895,3611.6004653481805,75293.09523809524,156969.21425420418
4446.586623566535,72106.95367970246,3502.908426125977,72754.76190476191,152811.2106341569
4452.512891556992,71707.99053307787,3493.102875186971,72241.19047619049,151894.79677601234
4590.163934426229,73417.10808069423,3573.0430447066647,74067.14285714286,155647.45791696996
4516.354960363271,72339.96393553476,3558.9164035233507,71803.57142857143,152218.80672799284
4464.9041791734,73141.2712723994,3597.473824164866,71962.85714285714,153166.5064185948
4581.81328407604,75515.89090499267,3695.0307462190463,73552.61904761905,157345.3539829068
4637.035326714383,76899.01949735152,3705.3348844939337,75135.4761904762,160376.86589903603
4622.489032555991,77299.67316578384,3710.6531494100054,75583.57142857143,161216.38677632128
4715.6930654968055,79490.02592133438,3853.082931693535,78121.42857142857,166180.2304899533
4806.742091895635,80943.5929223487,3887.1530663121157,80164.99999999999,169802.48808055645
4695.489879165704,79285.4727825989,3736.9120824331058,77885.71428571429,165603.589029912
4703.571153698144,78693.5083962583,3695.5293335549277,77617.85714285714,164710.4660263685
4788.693912106519,80381.21266764341,3786.7708160212733,79190.95238095238,168147.6297767236
4820.749634418533,80722.41631917052,3820.1761675253456,80626.1904761905,169989.5325973049
4730.239359655197,79989.8568691536,3715.9714143260762,80471.66666666667,168907.73430980154
4706.534287693373,79748.39400428264,3686.5547615090577,78463.57142857143,166605.05448205653
4689.024859539752,79630.33923137607,3649.1607113179325,77928.33333333333,165896.8581355671
4585.045793889017,78047.72906570495,3547.6150905766995,77813.33333333333,163993.723283504
4547.602555222043,79047.39096134341,3600.6315439587834,78518.57142857143,165714.19648909566
4454.937273916724,76906.6268454863,3514.874522187137,76900.71428571429,161777.15292730444
4417.224659432,77088.63969345205,3597.9724115007484,76785.95238095238,161889.78914533718
4326.714384668668,75848.3601938465,3454.213062988201,74875.7142857143,158505.00192721767
4298.968675440621,75335.56857883466,3384.2446401861393,72906.66666666667,155925.4485611281
4177.7495574540135,73064.63428378226,3191.4575369785607,70174.52380952382,150608.36518773864
4057.338566920649,71419.47481122507,3101.7118165198603,67549.04761904762,146127.5728137132
4168.052028015084,73517.97588188888,3117.9990028253287,69295.95238095238,150099.97929368168
4270.145462941584,74767.27149780231,3244.307794582018,69913.09523809524,152194.81999342114
4389.478950203955,75434.46410458695,3298.9862057503738,66323.33333333334,149446.26259387462
4241.052874624797,71722.35996844359,3160.8775137111516,64768.80952380953,143893.09988058906
4291.156776725929,71263.66505127915,3115.672261924547,65453.80952380953,144124.30361373915
4395.405218194412,74451.7074270258,3324.912747216221,69352.85714285716,151524.88253529358
4477.834218425305,75683.5343175927,3373.2757187967427,70427.85714285713,153962.50139767188
4486.72362041099,75933.44979150231,3458.7003490111356,72405.95238095238,156284.8261418768
4396.213345647656,75604.64329989857,3381.917899285358,71972.38095238096,155355.15549721255
4447.933502655275,76012.05905556181,3507.2295163702843,73125.2380952381,157092.46016982547
4440.660355576079,75802.71610503775,3498.088748545787,73232.61904761905,156974.08425677867
4383.822327407065,74762.48084075285,3450.224530496926,72075.23595238096,154671.7636510378
4311.898984068344,71895.07353769864,3298.1552268572377,68965.23904761905,148470.3667962433
4426.383706611252,72919.25081708553,3358.48429449892,71522.61785714286,152226.73667533856
4506.657430924343,73519.38746759834,3426.2921721788266,72667.38166666667,154119.71873736818
4549.21881012853,74556.79927871069,3452.0526840618254,73644.04880952381,156202.11958242487
4648.079735242053,77475.20568015327,3598.8032241981055,75285.95261904762,161008.04125864105
4654.544485492187,76876.76124197002,3672.9267076616256,74528.80857142857,159733.0410065524
4549.21881012853,76242.53352868251,3618.082100714642,73889.04976190478,158298.88420143048
4542.753790502577,75583.23284120366,3648.8283197606784,72996.90761904762,156771.72257051454
4627.6071730932035,78103.51769412826,3790.4272893468506,75715.95404761905,162237.50620418735
4748.556915262063,79709.79544686126,3855.7420641515705,76756.90571428572,165071.00014056062
4709.497421688601,78447.53775498703,3659.298487618414,76863.5719047619,163679.90556905596
4624.105287462479,78292.573255945,3737.90925710487,75207.38,161861.96780051233
4643.769722158084,80590.55759044291,3940.335715472827,75066.42952380952,164241.09255188337
4657.5076194874155,80384.59399301252,3951.4706664450723,66116.90261904763,155110.47489799262
4736.704379281151,83419.64329989857,5368.123649659299,71720.2380952381,165244.70942407713
4703.571153698144,77695.53899470303,5301.645338208409,71996.90761904762,159697.6631056572
4708.15054259986,76467.09033021526,5206.249127472162,71225.47547619049,157606.96547647778
4588.278303701993,75109.60329088244,5014.292670766163,68560.95380952381,153273.1280748744
4289.001770183944,72760.61985799615,4896.792587668274,66494.04761904762,148440.46183489598
4301.662433618101,72827.68088583343,4896.626225693867,66129.76071428573,148155.73025943112
4304.086815977834,71416.37439422969,4988.366129300316,66659.9992857143,147368.8266252221
4353.651966443469,73465.5680153274,5130.629715805218,68830.47333333334,151780.32303090944
4381.9364273070105,73307.79020624366,5038.557586837294,67925.24071428573,150653.52493467368
4431.501308396829,75231.87986025019,5261.093568223368,72222.62142857144,157147.09616544182
4477.834218425305,76440.88921447085,5311.450889147415,74428.09476190477,160658.26908394834
4574.001385361348,76800.68916939027,5287.518530829317,75675.00238095238,162337.2114665333
4662.087547140767,78770.70832863744,5516.037726441748,77208.57166666667,166157.40526888662
4638.382205803125,78401.33325819903,5427.954129965099,76768.57214285714,165236.2417368244
4728.353728930962,79819.67654682745,5538.640684726608,78669.99738095238,168756.6683414374
4716.231817132302,78900.88188887636,5557.08824995845,78743.8092857143,167918.0112416814
4638.382205803125,78087.45576467937,5452.3850756190795,76898.09452380953,165076.3175699111
4637.843454167628,77203.03420489124,5514.209905268407,77406.66857142858,164761.75613575586
4633.264065265912,77510.98895525752,5525.344690044873,77740.00190476191,165409.59961533023
4711.921804048332,77568.74985912319,5387.5687219544625,78265.23547619047,165933.47586131646
4840.683444931886,81379.74980277247,5592.98653814193,79772.37952380953,171585.79930965582
4902.90898945586,81750.53505015213,5626.392055841781,81145.00214285716,173424.83823830693
4783.306665127376,81527.95249633721,5589.995180322419,79389.04976190478,171290.30410369177
4800.277072269682,82273.47148653216,5723.117666611268,80306.90214285714,173103.76836827025
4832.06341876395,82556.35326270708,5699.518032241981,80571.90523809523,173659.83995180824
4829.638767028399,82524.51143919757,5754.030247631711,81267.14214285715,174375.32259671483
4857.654121450011,83435.14115857094,5753.365298321422,80794.99738095238,174841.15795929477
4748.556915262063,82915.87118223825,5571.54711650324,81461.19333333334,174697.16854733689
4731.31686292619,82806.82914459596,5491.939670932358,81446.19023809524,174476.27591654976
4659.932540598784,81269.29758818887,5554.263087917567,81150.95452380955,172634.44774051476
4572.654506272607,80244.28124647807,5408.8417816187475,79561.43047619048,169787.2080105599
4610.097744939582,80470.53026034035,5547.449060993851,80960.71666666667,171588.79373294045
4640.267567151542,81617.54817987152,5565.896460029915,80414.76000000001,172238.47220705298
4829.908412221966,83043.22438859462,5678.244972577697,82530.95357142857,176082.33134482286
4704.10990533364,81691.92804012171,5546.617749709157,80519.7638095238,172462.4195046883
4734.010890479489,82669.05471655585,5559.0824331061995,80746.43095238096,173708.5789925225
4833.949049488186,83779.44325481799,5480.305800232674,82005.71404761905,176099.41215215792
4702.224274609404,83458.81099966189,5481.469336878844,82938.56952380952,176581.07413495966
4716.231817132302,83805.08029978586,5493.767658301479,83884.75976190476,177899.83953712438
4602.016470407141,83419.64329989857,5364.9659298653805,83887.85809523809,177274.48379540918
4453.321288386053,81030.37106953678,5282.865215223534,81604.05047619049,172370.60804933685
4359.578234433925,80311.33523047446,5099.551271397707,80709.28666666665,170479.75140297273
4411.2981220657275,81019.10374168826,5158.550939006149,81841.90738095237,172430.8601837125
4438.505349034095,79802.77555505466,5162.041050357321,81993.33261904762,171396.6545734937
4452.78226737474,80272.73864532851,5392.388067143094,83501.66833333335,173619.5773131797
4322.943123220195,82336.30198354558,5624.72993185973,84799.28738095239,177083.2624195779
4224.082198106672,80472.22247266989,5536.313777630048,83441.90619047619,173674.52463888278
4366.043254059879,82676.38059280964,5668.273225860064,85247.855,177958.55207272957
4347.995074270761,82698.63321311843,5604.952634203091,85239.04857142858,177890.62949302085
4337.489417378588,82879.80587174575,5667.4424131627065,85061.19214285717,177945.92984514422
4324.828753944431,84499.32520004507,5738.740069802227,87537.38261904762,182100.27664283937
4253.443892865389,84925.61506818436,5628.884826325411,88001.43000000001,182809.37378737517
4134.649695990148,83997.52028626169,5663.453382084095,84500.00000000001,178295.62336433592
4067.5748479950735,84005.410233292,5699.850257603457,84302.37976190475,178075.21510079526
4040.6372662202716,84181.22421954242,5776.300481967759,84420.95071428572,178419.11268201616
4040.3681597783425,84326.32452383635,5665.44806381918,83932.14047619047,177964.28122362433
3983.2602170399446,82693.5636199707,5446.900282532823,82678.57142857143,174802.2955481149
3984.607096128684,82624.81742364477,5445.238657138109,82905.95357142857,174960.61674834014
4062.4567074578617,84102.61382846838,5573.707827821174,85148.33285714287,178887.1112208903
4052.4898022011853,84160.65676772229,5627.721455875021,83070.95190476191,176911.81993056042
4075.1173708920187,84098.39034148541,5669.436596310455,83785.47595238095,177628.42026106885
4066.4976140998997,83783.94877718922,5581.685391391059,82785.7142857143,176217.8460683945
4080.7745324405446,82717.23346106164,5511.384410835965,80571.42857142857,172880.8209757667
4041.1760178557684,82194.86109545812,5452.550939006149,78875.0,170563.58805232006
4012.6224505502964,81017.69356474698,5484.128469336879,79002.62166666667,169517.06615130082
4035.2497498653115,83551.50202862616,5377.59697523683,80295.95071428572,173260.299468014
4109.86712075733,82344.75600135242,5267.076782449725,82061.19214285715,173782.89204741665
4009.6593165550676,82512.96207596078,5188.964600299153,80773.57119047618,172485.1571832912
4022.3199799892245,78706.1856192945,5248.628884826325,80382.62071428573,168359.75519839578
4004.0021550065408,78199.5931477516,5462.689047698189,79056.43142857144,166722.71577902779
4005.3490340952817,78116.19519891807,5394.881003822503,79417.85833333334,166934.28357016918
4026.629723697375,80457.85275555054,5681.901279707496,81785.95261904762,171952.33637800303
4020.7031863311004,80251.88915812013,5663.6197440585,81310.95380952381,171247.16589803353
4007.2343954436997,81044.74078665614,5650.490111351171,82003.56904761904,172706.03434107004
3947.702609097206,80559.27983770991,5587.502077447233,82065.23785714287,172159.7223813972
3901.6393442622943,79834.89237011157,5397.374272893469,81167.14333333333,170301.04932060066
3872.546486569691,79686.68967654683,5456.7058334718295,78568.09785714287,167584.03985373123
3795.774647887323,77707.65242871633,5393.717965763671,78197.14357142858,165094.2886137959
3811.9369275763866,77038.7695818776,5380.920558417816,77317.38285714286,163549.00992501466
3846.956053259447,78241.57415755664,5408.8417816187475,77292.85833333332,164790.23032576815
3849.380166243361,78922.57748224952,5485.291507395712,78300.47904761905,166557.72820350764
3859.885823135534,78432.03989631466,5471.497423965432,78629.28404761905,166392.7071910347
3825.136612021857,77399.97971373831,5544.956124314443,77666.905,164436.97745007463
3794.1583929808353,76736.73053082384,5533.654478976235,76690.4761904762,162755.0195932571
3748.0951281459243,75377.55127916149,5421.80505235167,75947.14357142858,160494.59503108767
3842.645770799661,76897.6107291784,5700.681568888151,78172.85738095238,164613.7954498186
3818.6715923959046,75115.51899019496,5640.518697025095,78215.23904761905,162789.948327235
3847.494804894943,75803.56136594161,5644.174671763337,78598.0980952381,163893.328937838
3822.712229662125,76740.67198241857,5661.459032740569,78951.42761904762,165176.27086386888
3915.9162626029397,79736.84266877042,5876.350174505568,81090.47738095239,170619.5864868313
3957.6695143538827,80374.7297982644,5866.04603623068,81560.00047619049,171758.44582503944
3957.1307627183864,79920.263721402,5754.861226524847,81333.33333333333,170965.58904397857
3928.8465712306624,79419.8698298208,5704.005152069137,80477.38214285714,169530.10369597774
3863.657084584007,78691.81590217513,5941.1668605617415,79610.23523809525,168106.87508541613
3850.457938890171,78337.09258424434,5911.584011966097,79898.33285714287,167997.4673922435
3934.503194027553,79715.71114617378,6061.492438092073,82440.95285714285,172152.65963543626
4008.0425228969434,81355.51589090498,6200.099717467177,83053.33309523811,174616.9912265072
4014.5078118987144,81824.63991885495,6214.392720624896,82756.9057142857,174810.44616566427
3989.9946124836442,80810.32683421616,6257.769652650822,82142.85714285713,173200.94824220776
4028.515354421612,80843.57038205794,6257.437427289347,82313.56952380952,173443.0926875784
4004.810282459785,79973.51290431646,6293.667940834303,82598.80714285714,172870.7982704677
4150.273493419533,81659.8112250648,6282.200432109025,82956.18833333334,175048.47348392667
4178.288309089509,81642.90318945113,6275.054179823834,83940.47619047618,176036.72186884066
4220.849688293696,82001.01093204103,6351.670101379425,83554.52476190477,176128.05548361893
4156.468867851921,81581.76490476727,6253.282532823668,82810.71547619048,174802.23178163334
4138.9591703224805,81268.45148202412,6236.99518032242,82455.24095238095,174099.64678505
4108.250327099206,82183.0296968331,6349.5095562572715,82833.33333333333,175474.12291352288
4089.9330408681594,81968.89411698411,6305.1354495595815,82637.85809523809,175001.82070264994
4119.025629184945,81973.11760396708,6326.4085092238665,81465.95404761906,173884.50578999496
